DDI_ID,Object_DrugBank_ID,Precipitant_DrugBank_ID,Object_DCQC,Precipitant_DCQC,Object_Name,Precipitant_Name,Drugbank_AE
P085422,DB01175,DB00246,47553,47717,Escitalopram,Ziprasidone,The risk or severity of adverse effects can be increased when Ziprasidone is combined with Escitalopram.
P085424,DB00199,DB00246,3458,47717,Erythromycin,Ziprasidone,The risk or severity of QTc prolongation can be increased when Erythromycin is combined with Ziprasidone.
P085426,DB01182,DB00246,45478,47717,Propafenone,Ziprasidone,The risk or severity of QTc prolongation can be increased when Propafenone is combined with Ziprasidone.
P085428,DB04855,DB00246,47804,47717,Dronedarone,Ziprasidone,The metabolism of Dronedarone can be decreased when combined with Ziprasidone.
P085429,DB01142,DB00246,3198,47717,Doxepin,Ziprasidone,The risk or severity of adverse effects can be increased when Ziprasidone is combined with Doxepin.
P085430,DB00843,DB00246,47352,47717,Donepezil,Ziprasidone,The risk or severity of QTc prolongation can be increased when Donepezil is combined with Ziprasidone.
P085431,DB01184,DB00246,45540,47717,Domperidone,Ziprasidone,The risk or severity of QTc prolongation can be increased when Ziprasidone is combined with Domperidone.
P085433,DB00280,DB00246,37911,47717,Disopyramide,Ziprasidone,The risk or severity of QTc prolongation can be increased when Ziprasidone is combined with Disopyramide.
P085434,DB01075,DB00246,3107,47717,Diphenhydramine,Ziprasidone,The risk or severity of QTc prolongation can be increased when Diphenhydramine is combined with Ziprasidone.
P085436,DB01211,DB00246,47018,47717,Clarithromycin,Ziprasidone,The risk or severity of QTc prolongation can be increased when Clarithromycin is combined with Ziprasidone.
P085437,DB00215,DB00246,47317,47717,Citalopram,Ziprasidone,The risk or severity of adverse effects can be increased when Citalopram is combined with Ziprasidone.
P085438,DB00537,DB00246,45503,47717,Ciprofloxacin,Ziprasidone,The metabolism of Ziprasidone can be decreased when combined with Ciprofloxacin.
P085441,DB00501,DB00246,38366,47717,Cimetidine,Ziprasidone,The metabolism of Ziprasidone can be decreased when combined with Cimetidine.
P085444,DB00477,DB00246,1924,47717,Chlorpromazine,Ziprasidone,The risk or severity of adverse effects can be increased when Ziprasidone is combined with Chlorpromazine.
P085445,DB00608,DB00246,1833,47717,Chloroquine,Ziprasidone,The risk or severity of QTc prolongation can be increased when Chloroquine is combined with Ziprasidone.
P085449,DB00207,DB00246,46236,47717,Azithromycin,Ziprasidone,The risk or severity of QTc prolongation can be increased when Azithromycin is combined with Ziprasidone.
P085450,DB01072,DB00246,47479,47717,Atazanavir,Ziprasidone,The risk or severity of QTc prolongation can be increased when Atazanavir is combined with Ziprasidone.
P085452,DB00261,DB00246,47262,47717,Anagrelide,Ziprasidone,The risk or severity of QTc prolongation can be increased when Ziprasidone is combined with Anagrelide.
P085456,DB00321,DB00246,429,47717,Amitriptyline,Ziprasidone,The metabolism of Amitriptyline can be decreased when combined with Ziprasidone.
P085458,DB01118,DB00246,45441,47717,Amiodarone,Ziprasidone,The metabolism of Amiodarone can be decreased when combined with Ziprasidone.
P085459,DB00915,DB00246,18426,47717,Amantadine,Ziprasidone,The risk or severity of QTc prolongation can be increased when Amantadine is combined with Ziprasidone.
P100217,DB00559,DB00503,47439,47170,Bosentan,Ritonavir,The serum concentration of Bosentan can be increased when it is combined with Ritonavir.
P100219,DB01072,DB00559,47479,47439,Atazanavir,Bosentan,The serum concentration of Atazanavir can be decreased when it is combined with Bosentan.
P100220,DB00559,DB01264,47439,47632,Bosentan,Darunavir,The serum concentration of Darunavir can be decreased when it is combined with Bosentan.
P100222,DB00559,DB00224,47439,47167,Bosentan,Indinavir,The serum concentration of Bosentan can be increased when it is combined with Indinavir.
P100223,DB00559,DB01601,47439,47397,Bosentan,Lopinavir,The serum concentration of Bosentan can be increased when it is combined with Lopinavir.
P100224,DB00559,DB00220,47439,47293,Bosentan,Nelfinavir,Bosentan may decrease the excretion rate of Nelfinavir which could result in a higher serum level.
P100225,DB00559,DB01232,47439,47158,Bosentan,Saquinavir,The serum concentration of Bosentan can be increased when it is combined with Saquinavir.
P100226,DB00559,DB00932,47439,47585,Bosentan,Tipranavir,The serum concentration of Bosentan can be increased when it is combined with Tipranavir.
P100237,DB00564,DB00503,1404,47170,Carbamazepine,Ritonavir,The serum concentration of Carbamazepine can be increased when it is combined with Ritonavir.
P100239,DB01072,DB00564,47479,1404,Atazanavir,Carbamazepine,The serum concentration of Carbamazepine can be increased when it is combined with Atazanavir.
P100240,DB00564,DB01264,1404,47632,Carbamazepine,Darunavir,The serum concentration of Carbamazepine can be increased when it is combined with Darunavir.
P100242,DB00564,DB00224,1404,47167,Carbamazepine,Indinavir,The serum concentration of Carbamazepine can be increased when it is combined with Indinavir.
P100243,DB00564,DB01601,1404,47397,Carbamazepine,Lopinavir,The serum concentration of Lopinavir can be decreased when it is combined with Carbamazepine.
P100244,DB00564,DB00220,1404,47293,Carbamazepine,Nelfinavir,The serum concentration of Carbamazepine can be increased when it is combined with Nelfinavir.
P100245,DB00564,DB01232,1404,47158,Carbamazepine,Saquinavir,The serum concentration of Carbamazepine can be increased when it is combined with Saquinavir.
P100246,DB00564,DB00932,1404,47585,Carbamazepine,Tipranavir,The serum concentration of Carbamazepine can be increased when it is combined with Tipranavir.
P100247,DB00615,DB00503,47037,47170,Rifabutin,Ritonavir,The serum concentration of Rifabutin can be increased when it is combined with Ritonavir.
P100249,DB01072,DB00615,47479,47037,Atazanavir,Rifabutin,"The serum concentration of 25-O-Desacetylrifabutin, an active metabolite of Rifabutin, can be increased when used in combination with Atazanavir."
P100250,DB01264,DB00615,47632,47037,Darunavir,Rifabutin,The serum concentration of Darunavir can be increased when it is combined with Rifabutin.
P100252,DB00224,DB00615,47167,47037,Indinavir,Rifabutin,The serum concentration of the active metabolites of Rifabutin can be increased when Rifabutin is used in combination with Indinavir.
P100253,DB01601,DB00615,47397,47037,Lopinavir,Rifabutin,The serum concentration of the active metabolites of Rifabutin can be increased when Rifabutin is used in combination with Lopinavir.
P100254,DB00220,DB00615,47293,47037,Nelfinavir,Rifabutin,The serum concentration of the active metabolites of Rifabutin can be increased when Rifabutin is used in combination with Nelfinavir.
P100255,DB00615,DB01232,47037,47158,Rifabutin,Saquinavir,The serum concentration of the active metabolites of Rifabutin can be increased when Rifabutin is used in combination with Saquinavir.
P100256,DB00615,DB00932,47037,47585,Rifabutin,Tipranavir,The serum concentration of the active metabolites of Rifabutin can be increased when Rifabutin is used in combination with Tipranavir.
P110277,DB00224,DB00641,47167,45564,Indinavir,Simvastatin,The metabolism of Simvastatin can be decreased when combined with Indinavir.
P110278,DB01232,DB00641,47158,45564,Saquinavir,Simvastatin,The metabolism of Simvastatin can be decreased when combined with Saquinavir.
P110279,DB00641,DB00932,45564,47585,Simvastatin,Tipranavir,The metabolism of Simvastatin can be decreased when combined with Tipranavir.
P110280,DB00503,DB00641,47170,45564,Ritonavir,Simvastatin,The metabolism of Simvastatin can be decreased when combined with Ritonavir.
P110281,DB00220,DB00641,47293,45564,Nelfinavir,Simvastatin,The metabolism of Simvastatin can be decreased when combined with Nelfinavir.
P110282,DB01072,DB00641,47479,45564,Atazanavir,Simvastatin,The metabolism of Simvastatin can be decreased when combined with Atazanavir.
P110284,DB01264,DB00641,47632,45564,Darunavir,Simvastatin,The metabolism of Simvastatin can be decreased when combined with Darunavir.
P110285,DB01601,DB00641,47397,45564,Lopinavir,Simvastatin,The metabolism of Simvastatin can be decreased when combined with Lopinavir.
P110286,DB01211,DB00641,47018,45564,Clarithromycin,Simvastatin,The metabolism of Simvastatin can be decreased when combined with Clarithromycin.
P110287,DB00199,DB00641,3458,45564,Erythromycin,Simvastatin,The serum concentration of Simvastatin can be increased when it is combined with Erythromycin.
P110289,DB01118,DB00641,45441,45564,Amiodarone,Simvastatin,The serum concentration of Simvastatin can be increased when it is combined with Amiodarone.
P110290,DB00641,DB00661,45564,40550,Simvastatin,Verapamil,The risk or severity of myopathy and rhabdomyolysis can be increased when Verapamil is combined with Simvastatin.
P110291,DB00343,DB00641,43228,45564,Diltiazem,Simvastatin,The serum concentration of Simvastatin can be increased when it is combined with Diltiazem.
P110292,DB01026,DB00641,44801,45564,Ketoconazole,Simvastatin,The metabolism of Simvastatin can be decreased when combined with Ketoconazole.
P110293,DB01167,DB00641,47051,45564,Itraconazole,Simvastatin,The serum concentration of Simvastatin can be increased when it is combined with Itraconazole.
P110294,DB00196,DB00641,45568,45564,Fluconazole,Simvastatin,The metabolism of Simvastatin can be decreased when combined with Fluconazole.
P110297,DB00224,DB00227,47167,45500,Indinavir,Lovastatin,The metabolism of Lovastatin can be decreased when combined with Indinavir.
P110298,DB00227,DB01232,45500,47158,Lovastatin,Saquinavir,The metabolism of Lovastatin can be decreased when combined with Saquinavir.
P110299,DB00227,DB00932,45500,47585,Lovastatin,Tipranavir,The metabolism of Lovastatin can be decreased when combined with Tipranavir.
P110300,DB00227,DB00503,45500,47170,Lovastatin,Ritonavir,The metabolism of Lovastatin can be decreased when combined with Ritonavir.
P110301,DB00227,DB00220,45500,47293,Lovastatin,Nelfinavir,The metabolism of Lovastatin can be decreased when combined with Nelfinavir.
P110302,DB01072,DB00227,47479,45500,Atazanavir,Lovastatin,The metabolism of Lovastatin can be decreased when combined with Atazanavir.
P110304,DB01264,DB00227,47632,45500,Darunavir,Lovastatin,The metabolism of Lovastatin can be decreased when combined with Darunavir.
P110305,DB01601,DB00227,47397,45500,Lopinavir,Lovastatin,The metabolism of Lovastatin can be decreased when combined with Lopinavir.
P110306,DB01211,DB00227,47018,45500,Clarithromycin,Lovastatin,The metabolism of Lovastatin can be decreased when combined with Clarithromycin.
P110307,DB00199,DB00227,3458,45500,Erythromycin,Lovastatin,The serum concentration of Lovastatin can be increased when it is combined with Erythromycin.
P110309,DB01118,DB00227,45441,45500,Amiodarone,Lovastatin,The serum concentration of Lovastatin can be increased when it is combined with Amiodarone.
P110310,DB00227,DB00661,45500,40550,Lovastatin,Verapamil,The risk or severity of myopathy and rhabdomyolysis can be increased when Verapamil is combined with Lovastatin.
P110311,DB00343,DB00227,43228,45500,Diltiazem,Lovastatin,The serum concentration of Lovastatin can be increased when it is combined with Diltiazem.
P110312,DB01026,DB00227,44801,45500,Ketoconazole,Lovastatin,The metabolism of Lovastatin can be decreased when combined with Ketoconazole.
P110313,DB01167,DB00227,47051,45500,Itraconazole,Lovastatin,The serum concentration of Lovastatin can be increased when it is combined with Itraconazole.
P110314,DB00196,DB00227,45568,45500,Fluconazole,Lovastatin,The metabolism of Lovastatin can be decreased when combined with Fluconazole.
P120317,DB00696,DB00224,3445,47167,Ergotamine,Indinavir,The metabolism of Ergotamine can be decreased when combined with Indinavir.
P120319,DB00320,DB00224,2899,47167,Dihydroergotamine,Indinavir,The metabolism of Dihydroergotamine can be decreased when combined with Indinavir.
P120321,DB00696,DB01232,3445,47158,Ergotamine,Saquinavir,The metabolism of Saquinavir can be decreased when combined with Ergotamine.
P120323,DB00320,DB01232,2899,47158,Dihydroergotamine,Saquinavir,The metabolism of Dihydroergotamine can be decreased when combined with Saquinavir.
P120325,DB00696,DB00932,3445,47585,Ergotamine,Tipranavir,The metabolism of Tipranavir can be decreased when combined with Ergotamine.
P120327,DB00320,DB00932,2899,47585,Dihydroergotamine,Tipranavir,The metabolism of Dihydroergotamine can be decreased when combined with Tipranavir.
P120329,DB00696,DB00503,3445,47170,Ergotamine,Ritonavir,The metabolism of Ergotamine can be increased when combined with Ritonavir.
P120331,DB00320,DB00503,2899,47170,Dihydroergotamine,Ritonavir,The metabolism of Dihydroergotamine can be increased when combined with Ritonavir.
